page,line,front,explanation
61,9,"You have seen reports, i suppose",mai samajhta hoon
61,10,Inhabit,
61,11,Where are we headed,hum kahan pahonche
61,12,Dialect,
61,13,I am sorry to keep you waiting,
61,14,Starving,
61,15,Never the less,
61,16,Off you go then,
61,17,What would he do,kya kia hoga
61,18,There nothing much to know,
61,19,It doesn’t set you apart,
61,20,Right now your far from ready,
61,21,"Has gone out of his wane vane, you don’t know resent",
61,22,Because you didn’t make it,
61,23,You have done yourself a big favor,
61,24,Can we get pass,
61,25,When push comes to stop,
61,26,Might be out of nervousness,
61,27,You would not think learning acting waste of time,
61,28,Tel me or do something which make me feel good about yourself,
61,29,I tried trusting somebody last year fell on my face,
62,1,Do you think we sit around talking to people after we told them,
62,2,go?,
62,3,Do you know how long back did tell you to?,
62,4,Will you please show yourself out?,
62,5,Who do i see in front of me?,
62,6,When he has to have,
62,7,Smothered,"covered, muffled, gala ghot k marna"
62,8,Muffled,covered
62,9,Mesmerize,
62,10,Empathies,
62,11,Emphasize,
62,12,Lambasted,
62,13,Emerge from,
62,14,Legged,
62,15,Fully fledged,
62,16,Appetizers,
62,17,Aesthetics,
62,18,Took off on you,
62,19,Tress passing,
62,20,Inherent,
62,21,Inherently,
62,22,As and when,
62,23,Ironically,
62,24,Illustrious,
62,25,Illustration,
62,26,Exposure,
62,27,Indolence,
62,28,Likelihood,
62,29,Notion,
63,1,Moron,
63,2,Corresponding,alike = same
63,3,Legible,
63,4,Tangible,
63,5,I am very tone about,
63,6,Why the whisper,
63,7,Pamper,
63,8,I am gracious enough to allow varun,
63,9,It was noble,
63,10,Take our word for it,
63,11,Nuts,
63,12,Nonetheless,
63,13,Habited,
63,14,Miscellaneous,
63,15,Long over due,
63,16,Why would I,
63,17,Alongside,bazu
63,18,Possibly,
63,19,Probably,
63,20,Supposedly,
63,21,Perhaps,
63,22,Likely,
63,24,Has not yet been found,
63,25,Castle,"qila, mahel"
63,26,Modest,
63,27,Ortho aid,
63,28,In a nut shell,
64,1,abandon,
64,2,abstract,
64,3,academy,
64,4,acceptable,
64,5,access,
64,6,accessibility,
64,7,acclaimed,
64,8,accommodate,
64,9,accompany,
64,10,accordingly,
64,11,accumulate,
64,12,accurate,
64,13,accustomed,
64,14,achieve,
64,15,acknowledge,
64,16,acquire,
64,17,adapt,
64,18,adapted,
64,19,adequate,
64,20,adjacent,
64,21,adjust,
64,22,administrate,
64,23,admittedly,
64,24,adult,
64,25,advocate,
64,26,affect,
64,27,aggregate,
64,28,aid,
64,29,albeit,
65,1,allocate,
65,2,alter,
65,3,alternative,
65,4,ambiguous,
65,5,amend,
65,6,analogy,
65,7,analyse,
65,8,annual,
65,9,anomalies,
65,10,anticipate,
65,11,apparent,
65,12,appeal,
65,13,append,
65,14,appreciate,
65,15,approach,
65,16,appropriate,
65,17,approximate,
65,18,approximately,
65,19,arbitrary,
65,20,aspect,
65,21,assemble,
65,22,assess,
65,23,assign,
65,24,assist,
65,25,assistance,
65,26,associate,
65,27,assume,
65,28,assure,
65,29,astonishingly,
66,1,attach,
66,2,attain,
66,3,attempt,
66,4,attitude,
66,5,attribute,
66,6,author,
66,7,authority,
66,8,automate,
66,9,available,
66,10,avoidance,
66,11,aware,
66,12,backbone,
66,13,behalf,
66,14,behavioural,
66,15,beneficial,
66,16,benefit,
66,17,bestow,
66,18,beverages,
66,19,bias,
66,20,biased,
66,21,bond,
66,22,boost,
66,23,breakthrough,
66,24,brief,
66,25,bulk,
66,26,bygone,
66,27,by-product,
66,28,canvas,
66,29,capable,
67,1,capacity,
67,2,casually,
67,3,category,
67,4,catering,
67,5,cease,
67,6,challenge,
67,7,channel,
67,8,charitable,
67,9,chemical,
67,10,circumstance,
67,11,cite,
67,12,civil,
67,13,clarify,
67,14,clause,
67,15,closely,
67,16,coherent,
67,17,coincide,
67,18,collapse,
67,19,colleague,
67,20,commence,
67,21,comment,
67,22,commission,
67,23,commit,
67,24,commitment,
67,25,commodity,
67,26,communicate,
67,27,community,
67,28,companionship,
67,29,compatible,
68,1,compensate,
68,2,competitive,
68,3,compile,
68,4,complement,
68,5,complex,
68,6,component,
68,7,compound,
68,8,comprehensive,
68,9,comprise,
68,10,compromise,
68,11,compute,
68,12,conceive,
68,13,concentrate,
68,14,concept,
68,15,conclude,
68,16,concrete,
68,17,concurrent,
68,18,conduct,
68,19,confer,
68,20,confine,
68,21,confirm,
68,22,conflict,
68,23,conform,
68,24,consent,
68,25,consequent,
68,26,consequently,
68,27,considerable,
68,28,consist,
68,29,consistency,
69,1,consistently,
69,2,constant,
69,3,constitute,
69,4,constrain,
69,5,constraints,
69,6,construct,
69,7,consult,
69,8,consume,
69,9,consumption,
69,10,contact,
69,11,context,
69,12,contract,
69,13,contradict,
69,14,contrary,
69,15,contrast,
69,16,contribute,
69,17,controversial,
69,18,controversy,
69,19,convene,
69,20,converse,
69,21,convert,
69,22,convey,
69,23,convince,
69,24,cooperate,
69,25,coordinate,
69,26,core,
69,27,Corporate,
69,29,correspond,
70,1,counterpart,
70,2,couple,
70,3,coverages,
70,4,create,
70,5,credible,
70,6,credit,
70,7,crisis,
70,8,criteria,
70,9,crucial,
70,10,culture,
70,11,currency,
70,12,cycle,
70,13,debate,
70,14,decade,
70,15,deceptively,
70,16,decline,
70,17,decrease,
70,18,dedicated,
70,19,deduce,
70,20,deem,
70,21,define,
70,22,definite,
70,23,deforestation,
70,24,demanding,
70,25,demonstrate,
70,26,denote,
70,27,deny,
70,28,depress,
70,29,derive,
71,1,design,
71,2,desirable,
71,3,desperate,
71,4,despite,
71,5,detect,
71,6,detrimental,
71,7,deviate,
71,8,device,
71,9,devote,
71,10,differentiate,
71,11,dimension,
71,12,diminish,
71,13,discrete,
71,14,discriminate,
71,15,displace,
71,16,display,
71,17,dispose,
71,18,distinct,
71,19,distinguish,
71,20,distort,
71,21,distribute,
71,22,disturbing,
71,23,diverse,
71,24,diversity,
71,25,document,
71,26,domain,
71,27,domestic,
71,28,dominant,
71,29,dominate,
72,1,doubtful,
72,2,downward,
72,3,draft,
72,4,drama,
72,5,dramatic,
72,6,dramatically,
72,7,drawback,
72,8,duration,
72,9,dynamic,
72,10,ease,
72,11,economy,
72,12,edit,
72,13,elegantly,
72,14,element,
72,15,eliminate,
72,16,embark,
72,17,emerge,
72,18,emerged,
72,19,emphasis,
72,20,empirical,
72,21,enable,
72,22,encounter,
72,23,energy,
72,24,enforce,
72,25,enhance,
72,26,enhancement,
72,27,enormous,
72,28,enquire,
72,29,ensure,
73,1,enthusiasm,
73,2,enthusiastically,
73,3,entity,
73,4,environment,
73,5,equate,
73,6,equip,
73,7,equivalent,
73,8,erode,
73,9,error,
73,10,essence,
73,11,establish,
73,12,estate,
73,13,estimate,
73,14,ethic,
73,15,ethical,
73,16,ethically,
73,17,ethnic,
73,18,evaluate,
73,19,evasion,
73,20,eventual,
73,21,eventually,
73,22,evidence,
73,23,evident,
73,24,evolve,
73,25,exceed,
73,26,excessively,
73,27,exclude,
73,28,exclusively,
73,29,exhibit,
74,1,existence,
74,2,expand,
74,3,experimental,
74,4,expert,
74,5,expertise,
74,6,explicit,
74,7,exploit,
74,8,export,
74,9,expose,
74,10,exposed,
74,11,external,
74,12,extract,
74,13,extremely,
74,14,facilitate,
74,15,factor,
74,16,fast-paced,
74,17,favourable,
74,18,favourable,
74,19,feasible,
74,20,feature,
74,21,federal,
74,22,figure,
74,23,file,
74,24,final,
74,25,finance,
74,26,finite,
74,27,firmly,
74,28,flexible,
74,29,fluctuate,
75,1,fluctuating,
75,2,focus,
75,3,format,
75,4,formula,
75,5,forthcoming,
75,6,foundation,
75,7,fractal,
75,8,framework,
75,9,fraught,
75,10,frequent,
75,11,frequently,
75,12,frustration,
75,13,function,
75,14,fund,
75,15,fundamental,
75,16,furthermore,
75,17,gender,
75,18,generate,
75,19,generation,
75,20,globe,
75,21,grade,
75,22,gradually,
75,23,grant,
75,24,grasp,
75,25,guarantee,
75,26,guideline,
75,27,harness,
75,28,hence,
75,29,heroic,
76,1,hierarchy,
76,2,highlight,
76,3,historically,
76,4,household,
76,5,hypothesis,
76,6,identical,
76,7,identify,
76,8,ideology,
76,9,ignorant,
76,10,illiteracy,
76,11,illustrate,
76,12,image,
76,13,immense,
76,14,immigrate,
76,15,impact,
76,16,impart,
76,17,implant,
76,18,implement,
76,19,implicate,
76,20,implicit,
76,21,imply,
76,22,impose,
76,23,incentive,
76,24,incidence,
76,25,incline,
76,26,income,
76,27,incorporate,
76,28,increase,
76,29,increasingly,
77,1,incredibly,
77,2,index,
77,3,indicate,
77,4,individual,
77,5,individuality,
77,6,induce,
77,7,inequality,
77,8,inevitable,
77,9,inevitably,
77,10,infectious,
77,11,infer,
77,12,infrastructure,
77,13,inhabit,
77,14,inherent,
77,15,inhibit,
77,16,initial,
77,17,initially,
77,18,initiate,
77,19,initiated,
77,20,injure,
77,21,innovate,
77,22,insert,
77,23,insight,
77,24,inspect,
77,25,instance,
77,26,institute,
77,27,institution,
77,28,instruct,
77,29,insuperable,
78,1,integral,
78,2,integrate,
78,3,integrity,
78,4,intellectual,
78,5,intelligent,
78,6,intense,
78,7,interact,
78,8,intermediate,
78,9,internal,
78,10,interpret,
78,11,interval,
78,12,intervene,
78,13,intervention,
78,14,intrinsic,
78,15,invest,
78,16,investigate,
78,17,invoke,
78,18,involve,
78,19,irresistible,
78,20,irrespective,
78,21,isolate,
78,22,issue,
78,23,J,
78,24,journal,
78,25,justify,
78,26,labour,
78,27,layer,
78,28,lecture,
78,29,legal,
79,1,legislate,
79,2,legitimate,
79,3,levy,
79,4,liability,
79,5,liberal,
79,6,licence,
79,7,likelihood,
79,8,likely,
79,9,likewise,
79,10,literate,
79,11,locate,
79,12,logic,
79,13,lucrative,
79,14,M,
79,15,magnificent,
79,16,maintain,
79,17,major,
79,18,majority,
79,19,mandatory,
79,20,manipulate,
79,21,manual,
79,22,margin,
79,23,marginal,
79,24,maternal,
79,25,mature,
79,26,maximise,
79,27,mechanism,
79,28,media,
79,29,mediate,
80,1,medical,
80,2,medium,
80,3,mental,
80,4,mentally,
80,5,method,
80,6,migrate,
80,7,military,
80,8,minimal,
80,9,minimise,
80,10,minimum,
80,11,ministry,
80,12,minor,
80,13,mobility,
80,14,mode,
80,15,moderately,
80,16,modify,
80,17,monitor,
80,18,motivated,
80,19,motive,
80,20,mutual,
80,21,myriad,
80,22,necessities,
80,23,necessity,
80,24,negate,
80,25,neglected,
80,26,network,
80,27,neutral,
80,28,nevertheless,
80,29,nonetheless,
81,1,norm,
81,2,normal,
81,3,notion,
81,4,notwithstanding,
81,5,nuclear,
81,6,objective,
81,7,obstacles,
81,8,obtain,
81,9,obtainable,
81,10,obvious,
81,11,obviously,
81,12,occupy,
81,13,occur,
81,14,odd,
81,15,offset,
81,16,ongoing,
81,17,optimism,
81,18,option,
81,19,orient,
81,20,orientation,
81,21,ought,
81,22,outcome,
81,23,overall,
81,24,overlap,
81,25,overseas,
81,26,panel,
81,27,paradigm,
81,28,paragraph,
81,29,parallel,
82,1,parameter,
82,2,participate,
82,3,partner,
82,4,passive,
82,5,patently,
82,6,perceive,
82,7,perceived,
82,8,percent,
82,9,period,
82,10,persist,
82,11,perspective,
82,12,phase,
82,13,phenomenon,
82,14,philosophically,
82,15,philosophy,
82,16,physical,
82,17,pitfalls,
82,18,pleasurable,
82,19,policy,
82,20,popularity,
82,21,portfolio,
82,22,portion,
82,23,pose,
82,24,positive,
82,25,positively,
82,26,potential,
82,27,practitioner,
82,28,precede,
82,29,precise,
83,1,predict,
83,2,predictable,
83,3,predominant,
83,4,preliminary,
83,5,presume,
83,6,prevail,
83,7,prevalent,
83,8,previous,
83,9,primary,
83,10,prime,
83,11,principal,
83,12,principle,
83,13,prior,
83,14,priority,
83,15,privilege,
83,16,probable,
83,17,proceed,
83,18,process,
83,19,productivity,
83,20,professional,
83,21,proficiency,
83,22,profitable,
83,23,prohibit,
83,24,prohibitively,
83,25,project,
83,26,projection,
83,27,proliferation,
83,28,promote,
83,29,proportion,
84,1,proportionally,
84,2,proportions,
84,3,prospect,
84,4,protocol,
84,5,psychology,
84,6,publication,
84,7,publish,
84,8,purchase,
84,9,pursue,
84,10,pursuit,
84,11,qualitative,
84,12,quote,
84,13,radical,
84,14,radically,
84,15,random,
84,16,range,
84,17,ratio,
84,18,rational,
84,19,react,
84,20,reasonable,
84,21,reckon,
84,22,recover,
84,23,refine,
84,24,refinery,
84,25,reflect,
84,26,regime,
84,27,region,
84,28,register,
84,29,regularly,
85,1,regulate,
85,2,reinforce,
85,3,reinforcement,
85,4,reject,
85,5,relatively,
85,6,relax,
85,7,release,
85,8,relevant,
85,9,reluctance,
85,10,reluctant,
85,11,rely,
85,12,remarkable,
85,13,remove,
85,14,rendering,
85,15,reproduction,
85,16,require,
85,17,research,
85,18,resemble,
85,19,reside,
85,20,resolve,
85,21,resource,
85,22,respond,
85,23,responsible,
85,24,restore,
85,25,restrain,
85,26,restrict,
85,27,restricted,
85,28,retain,
85,29,reveal,
86,1,revenue,
86,2,reverse,
86,3,revise,
86,4,revolution,
86,5,rigid,
86,6,ritual,
86,7,role,
86,8,roughly,
86,9,route,
86,10,routine,
86,11,savvy,
86,12,scale,
86,13,scenario,
86,14,schedule,
86,15,scheme,
86,16,scope,
86,17,sector,
86,18,secure,
86,19,seek,
86,20,select,
86,21,sequence,
86,22,series,
86,23,shift,
86,24,significance,
86,25,significant,
86,26,similar,
86,27,simulate,
86,28,simultaneously,
86,29,sceptical,
87,1,slightly,
87,2,so-called,
87,3,sole,
87,4,somewhat,
87,5,source,
87,6,specific,
87,7,specifically,
87,8,specify,
87,9,spectacular,
87,10,sphere,
87,11,stabilize,
87,12,stable,
87,13,standardise,
87,14,statistic,
87,15,stimulate,
87,16,straightforward,
87,17,strategic,
87,18,strategy,
87,19,stress,
87,20,structure,
87,21,style,
87,22,submit,
87,23,subordinate,
87,24,subsequent,
87,25,subsidy,
87,26,substantial,
87,27,substitute,
87,28,successor,
87,29,sufficient,
88,1,sufficiently,
88,2,summary,
88,3,supplement,
88,4,supplementary,
88,5,surge,
88,6,surrounded,
88,7,survey,
88,8,survive,
88,9,suspend,
88,10,sustain,
88,11,sustainable,
88,12,sustainably,
88,13,symbol,
88,14,syndrome,
88,15,tape,
88,16,target,
88,17,technical,
88,18,technique,
88,19,technology,
88,20,temporarily,
88,21,temporary,
88,22,tendency,
88,23,tense,
88,24,terminate,
88,25,theme,
88,26,theoretically,
88,27,theory,
88,28,thereby,
88,29,therefore,
89,1,thesis,
89,2,threshold,
89,3,towards,
89,4,trace,
89,5,tradition,
89,6,transfer,
89,7,Transform,
89,9,transit,
89,10,transmit,
89,11,transport,
89,12,trend,
89,13,trigger,
89,14,trivial,
89,15,ultimate,
89,16,uncertainty,
89,17,undeniable,
89,18,undergo,
89,19,underlie,
89,20,underlying,
89,21,undermine,
89,22,underneath,
89,23,undertake,
89,24,undisputed,
89,25,unethical,
89,26,unfortunately,
89,27,uniform,
89,28,unify,
89,29,unintended,
90,1,unique,
90,2,unlikely,
90,3,unprecedented,
90,4,unpredictable,
90,5,unravelled,
90,6,utilise,
90,7,utilitarian,
90,8,valid,
90,9,variety,
90,10,vary,
90,11,vehicle,
90,12,vertically,
90,13,via,
90,14,violate,
90,15,virtual,
90,16,visible,
90,17,vision,
90,18,visual,
90,19,vital,
90,20,volume,
90,21,voluntary,
90,22,wage,
90,23,welfare,
90,24,whereas,
90,25,whereby,
90,26,Widespread,
91,1,Matter of facts,ےک تاب ہی وت تقیقح.
91,2,Had there been a view,اتوہ ہراظن یئوک
91,3,Deducing or inducing,"natija nikalna,maiyal karna"
91,4,Detrimental,Nuqsanda
91,5,obsolete,"no longer used or produced, outdated"
91,6,Narcissistic is self-obsolete,"no longer used or produced, out datedessed and highly"
91,7,interested in ur sel,
91,8,Spark is practical and Flickr.,
91,9,Spunk is brave and courageous.,
91,10,Stout chubby,
91,11,Paradox,ironic
91,12,Effect on,impact on
91,13,Nil or minimal,kam ya bilkul nahi
91,14,Optimal,ache tareqe se
91,15,Suffice,sufficient
91,16,Containment,rok tham
91,17,Relaxation,choot
91,18,Cautioned,cavdhani
91,19,Judiciously,sensibly
91,20,Diversity,different variations
91,21,Repercussion,natija
91,22,Curb,"rok tham, relaxation"
91,23,You go first,
91,24,Solidarity,unity
91,25,By enrolling,admitting
91,26,Asses,"evaluate , janch karna"
91,27,Trials,koshishen
91,28,Leverage,qarz SE kuch kaam karna
91,29,Determined,kiya jayega
91,30,"Bear, borne jhelna",
91,31,Annexure,last page added if I wasn’t
91,32,Stranded,"phase hue, stucked"
92,1,Brought back,laya gaya
92,2,Pay up bhuktaan,
92,3,Evaluation,janch
92,4,Farther,door
92,5,Pregression,badhne ko
92,6,Preferring,chhana
92,7,Sedition,desh drooh
92,8,Abscond,escape
92,9,Standby,
92,10,Reportedly,
92,11,Intervention,fair lkarne ka process
92,12,Saught,chhana
92,13,Outof .. always,
92,14,Arising,ubhar kar aana
92,15,Outbreak,achanak ubhar kar aana
92,16,Evacuate,remove
92,17,Emerge,ubhar kar aana
92,18,Mesh,
92,19,Speculation,
92,20,Undiminished,
92,21,Surreal,
92,22,Diminished,
92,23,Subtle,not obvious
92,24,I know you don’t think so good because you don’t know any better,
92,25,Tragic,
92,26,They’re gonna play behind her back,
92,27,I have seen the once who came tocame to You,
92,28,How many of those come here,
92,29,Solitude,
92,30,Can’t think of it,
92,31,Senty,
92,32,Resent,
92,33,I think u r I’ll equip,
92,34,Bimbo,
93,1,Simmering,
93,2,mutually exclusive,opposite to each other
93,3,"I really Don’t want to lose it on u,",
93,4,How stupid do you think I am,
93,5,U r Not enjoying life fullest,
93,6,Nasty,
93,7,Nifty,
93,8,Inevitably,"firm, atal, pakka"
93,9,Subtle,
93,10,Conspiracy,
93,11,Urge,encourage
93,12,Moist,num
93,13,Canvas,
93,14,She is hung up on it,
93,15,Creepy,
93,16,Dilusion,
93,17,Regressive,
93,18,Demure,shant subhave
93,19,Deliberation,
93,20,Spooky guy,
93,21,Intervention,Madaqhalat
93,22,It comes across fake put on unnecessary,
93,23,It happened Many years down the ages,
93,24,If u ever get to know me,
93,25,The movement I entered,
93,26,Because this beneath your dignity to mingle with commoners,
93,27,Do you think I am foolish enough to buy that,
93,28,I have seen okay people to look different,
93,29,So we have so what,
93,30,Come what may I will never agree with that,
93,31,Have you got from across anything like this,
93,32,Cynical,
93,33,So many times for so long that makes you believe you are right,
93,34,Conspiracy,saazish
94,1,She’s not going to abandon them.,
94,2,Constraint,limitation
94,3,Obstinate,
94,4,U can deter my sprit towards thing,
94,5,"in this sample, too many differences getting captured some of those can be justified",
94,6,due to cropping but rest of them are merely any changes and output is very scattered,
94,7,scattered,",ےئوہ ےرھکب disorganized, not orgnised, eg: Covering a wide area: For ex-"
94,8,"ample, ""Toys and books were scattered about the room",
94,9,Gothic,
94,10,Indecisive,
94,11,If not abusing u r amusing me,
94,12,Why would I ape someone’s personality,
94,13,Are you going to nag me,
94,14,I suggest LP Road lap redo,
94,15,We are wondering at how belatedly you are seeking it,
94,16,How do you expect me to believe that because it’s obviously not to face,
94,17,Are you Diluted,kya tum kamzoor hogae ho
94,18,As long as,jab tak
94,19,As of now,abhi tak
94,20,As of now no problem,abhi tak kuch problem nahi hai
94,21,"At the moment, varying moment",isi waqt
94,22,At the moment,isi waqt
94,23,Be the way you are,jaise ho waise hi raho
94,24,Big elephant not coming in house,
94,25,Bill doesn't do his job very well,bill apni job ache se nahi karta
94,26,Boast is not our abilities,dikhawa hamari qabiliat nahi
94,27,But how,wo kaise
94,28,By hook or by crook,siddha nahi to tedha hi sahi
94,29,By the way,Introducing a different topic
94,30,Can you do me a favor kay tum meri help karoge,
94,31,Come right back,wapas aao
94,32,Could I possibly interrupt its urgent,excuse me
94,33,Could right,sahi ho sakta
94,34,Did you ever bribe,kya tum ne kabhi rishwat li hai
95,1,Did you know how long back he went,kya tumhe maloom hai kitni der pehle wo
95,2,gaya,
95,3,Does matter,ahmeat rakhta hai
95,4,Beating around the bush,baat ko ghumana
95,5,Don’t Commit sin,gunah mat karo
95,6,Don’t flee,mat bhago
95,7,Don’t take anything at face value,shaka pe maat jao
95,8,Don’t you know,kya tumhe nahi maloom
95,9,Don’t you recognize him,kya tum inhe nahi peh chane
95,10,Drive a nail into the wall,diwar me kila maro
95,11,Drive the enemy,"beat back to enemy, dushman ku force se mar k piche karo"
95,12,Has he gone to Hyderabad,kya wo Hyderabad chala gaya
95,13,Have another one chocolate,aur chocolate ligiye
95,14,Have you ever been to madina,kyat tun kabhi madina gaye
95,15,He doesn't like coffee,ise coffee pasand nahi
95,16,He is no more,wo ab nahi rahe
95,17,He was too late due to his bike broke down,wo bahot late hogaya q ki uski bike
95,18,kharab hogai,
95,19,Help yourself for more chocolates,aur chocolate ligiye
95,20,Here you are,ye lo
95,21,Hold down,wait
95,22,How are u doing,kaise ho aap
95,23,How are you doing,kaise ho
95,24,How does she look like,wo ladki kaisi lagti hai
95,25,I am dare not to repeat my mistake again,mai dubaraa gaalti karne ki jurrat nai kar
95,26,sakta,
95,27,I am fond of chocolates,I love chocolates
95,28,I am glad to see you here,mai khush hun tumhe yahan dekh kar
95,29,I am in hurry,mai jaldi me hoon
95,30,I am no more interested,mujhe ab isme dilchasbi nahi hai
95,31,I am not allowed any more,mujhe aur ijazat nahi
95,32,I am not allowed any more,mujhe aur ijazat nahi
95,33,I am not figuring out what you are trying to tell me,mujhe samajh nahi aaraha tum
95,34,kya bolre,
96,1,I am not figuring what you are saying,mujhe kuch samajh nahi aaraha tum kya bolre
96,2,I am not tall enough to reach the wall,mai itna lamba nahi k diwar tak pohchun
96,3,I am off now,mai abhi jaron
96,4,I am sick of you,I don’t like you
96,5,I barely know him,mai ise thik se jaanta bhi nahi
96,6,I can’t bare him any more,mai use aur nahi jhel sakta
96,7,I can’t tolerate this anymore,mai ab aur bardasht nahi kar sakta
96,8,I don’t like coffee,mujhe coffee pasand nahi
96,9,I don’t like him he doesn’t like me,mai use pasand nahi karta aur wo mujhe
96,10,I don’t mean that,mera wo matlab nahi tha
96,11,I never betrayed to anyone of my friend,mai ne kisi dost ko dhoka nahi diya
96,12,I want to nail this task in such a way that no one can mess with me,
96,13,I will not go neither Australia nor japan,mai nahi jaaonga Australia ho ya japan
96,14,I would like to thank on Behalf of imtiyaz,mai shukria ada karta ho imtiyaz ki taraf
96,15,se,
96,16,In contemporary world,"present world, aaj ki dunia me"
96,17,Is this money good enough to buy a car,kya ye pise kafi hai car jhareedne k liye
96,18,Isn’t it,hai na?
96,19,It doesn't happen very often,aisa ziyada nahi hota
96,20,It is Familiar,ye jaana pehchana hai
96,21,It will no longer work,ye ab kaam nahi kare ga (koi cheez khatm hogai ya kharab ho
96,22,gayi),
96,23,Let it be,jane do chodo
96,24,Let it go,jane do
96,25,Let me complete,"mujhe pehle complete karne do, bolne do,etc"
96,26,Let me know,mujhe batao
96,27,Let’s establish that,ise wazeh karo
96,28,Let’s establish that,ise wazeh karo
96,29,Morning is supposed to wake early,subha jaldi uthne k liye hai
96,30,Mutually exclusive,opposite to each other
96,31,My bike doesn't use much petrol,meri bike ziyada petrol nahi use karti
96,32,Next to you,aage
96,33,"No, I have never been to madina","nahi , mai kabhi madina nahigaya"
96,34,Offer prayer with congregation,namaaz oadho jamaat k saath
97,1,Once,jaise hi
97,2,Once I finish my work I’ll do,jaise hi kaam khatam ho mai karonga
97,3,Please don’t deny,please inkar mat karo
97,4,Precaution is better than cure,ilaj se parhez behtar hai
97,5,Right next to you,bilkul aage
97,6,Right next to you,tuhhare aage
97,7,Shall I stop here,kya mai ruk jaaon
97,8,She drives me to change job,wo mujhe job change karne k lie force kari
97,9,She has been in Ireland since Monday,wo Monday se Ireland me hai
97,10,Sid doesn't have breakfast usually,sid breakfast nahi karta aam tour par
97,11,Sid speaks urdu but he doesn't speak English,Sid ko urdu bolni aati hai lakin Eng-
97,12,lish nahi,
97,13,Since we all are ready,jab hum sab tayyar hai
97,14,Smoke without the fire,rumor
97,15,Sounds good,acha maloom hora (acha dikhra)
97,16,Take it off,ise nikalo
97,17,Talk of devil and devil appears,shaitaan ka naam aur shaitaan hazir
97,18,Tea would be fine,chai theak rahe gi
97,19,The film was very panic,flim bahot drawni thi
97,20,This sounds interesting,ye dilchasp maloom hora (appear)
97,21,Try one of these chocolates,aur chocolate ligiye
97,22,We are cotemporaries in college,hum college me saath the
97,23,We are still waiting for him,hum abhi tak uska intezar karrahe hain
97,24,What a Co-incidence,kya ittefaq hai
97,25,What a aroma,kya khushbu hai
97,26,Whatever it may be,jo kuch bhi ho
97,27,Whatever you say,job hi tum bole
97,28,When is Commencement of campaigning,campaigning kab se shuru hai
97,29,Where do you want to go either Australia or japan,tum kahan jana chahoge Australia
97,30,ya japan?,
97,31,Where he has gone,wo kahan chala gaya
97,32,Whoever he may be,wo koi bhi ho
97,33,Why you let it happen,ise kiyon ho ne diya
97,34,You are about to receive,tum jo abhi receive karne wale ho ( thodi hi der me )
98,1,You are kidding me,tum mere sath Mazak karrahe ho
98,2,You are not supposed to,karna nahi chahiye
98,3,You are not supposed to do this,tumhe ye karne ki ijazat nahi hai
98,4,You did Commendable job,tum ne tareef k qabil kaam kiya
98,5,You have got enough chances,tumhe kafi maoqe mile hain
98,6,You haven’t got chance,tumhe mouqa nahi mila
98,7,Your suppose,karna chahiye
98,8,It was me,wo mai tha
98,9,This is what called,ise kehte hain
98,10,In the sence,matlab
98,11,I don’t mean that,mera wo matlab nahi tha
98,12,In the sense,matlab
98,13,I haven’t been told that,mujhe aisa nahi bole koi bhi
98,14,I need you to listen to me,mai cahta hon k aap mujhe sune
98,15,They have been doing this from 10 years,ye log is kaam ko das saal se karrahe hain
98,16,how have you been,kaise hain aap
98,17,I have been great,mai bahot badhia hon (ans to: how have you
98,18,Once in a blue moon,
98,19,I wish you would come along,meri khwahish thi k tum mere sath aate
98,20,Iam off now,mai abhi jar aha hoon
98,21,How did that happen,wo kaise hua
98,22,He inspired me to become the person what I am today,
